1990s_빈도_1,1990s_빈도_2,1990s_빈도_3,1990s_빈도_4,1990s_빈도_5,1990s_빈도_6,1990s_빈도_7,1990s_빈도_8,1990s_빈도_9,1990s_빈도_10,2000s_빈도_1,2000s_빈도_2,2000s_빈도_3,2000s_빈도_4,2000s_빈도_5,2000s_빈도_6,2000s_빈도_7,2000s_빈도_8,2000s_빈도_9,2000s_빈도_10,2010s_빈도_1,2010s_빈도_2,2010s_빈도_3,2010s_빈도_4,2010s_빈도_5,2010s_빈도_6,2010s_빈도_7,2010s_빈도_8,2010s_빈도_9,2010s_빈도_10,2020s_빈도_1,2020s_빈도_2,2020s_빈도_3,2020s_빈도_4,2020s_빈도_5,2020s_빈도_6,2020s_빈도_7,2020s_빈도_8,2020s_빈도_9,2020s_빈도_10
"('너에게', 10)","('말', 4)","('거', 4)","('기억', 3)","('이제', 3)","('변명', 3)","('번', 3)","('얘기', 3)","('사랑해', 3)","('벽', 2)","('넌', 6)","('사랑', 5)","('날', 4)","('이제', 4)","('마음', 3)","('거', 3)","('게', 3)","('아냐', 3)","('장난감', 3)","('외로움', 2)","('뮤직', 6)","('사이', 3)","('숨', 3)","('소리', 3)","('감정', 3)","('빛', 2)","('Sixth Sense', 1)","('절대', 1)","('눈', 1)","('목', 1)",0,0,0,0,0,0,0,0,0,0
"('사람', 6)","('노래', 5)","('한밤', 3)","('재즈', 3)","('카페', 3)","('위', 2)","('위스키', 1)","('브랜디', 1)","('블루진', 1)","('하이힐', 1)","('표정', 4)","('숨', 4)","('가슴속', 4)","('주인', 4)","('가슴', 2)","('귀', 2)","('행복', 2)","('날', 2)","('사랑', 2)","('사람', 2)","('Come On', 33)","('사랑은', 10)","('맘', 7)","('거', 4)","('넌', 3)","('여자', 3)","('방심', 3)","('긴장', 3)","('조심', 3)","('남자', 2)","('기억', 13)","('소파', 8)","('듯', 7)","('날', 7)","('눈', 3)","('말', 3)","('필요', 3)","('약속', 2)","('처음', 1)","('바람', 1)"
"('사랑', 4)","('눈', 4)","('모습', 4)","('사랑한다면', 3)","('지금', 2)","('가슴', 2)","('아픔', 2)","('앞', 2)","('서면', 2)","('마음', 2)","('번', 8)","('말', 6)","('가요', 4)","('훗날', 3)","('뿐', 2)","('생각', 2)","('선택', 2)","('고개', 2)","('얼굴', 2)","('날', 2)","('최고', 10)","('중', 8)","('넌', 5)","('내', 5)","('꺼', 5)","('사람', 4)","('삶', 3)","('눈', 3)","('번', 2)","('사랑', 1)","('사랑', 5)","('그날', 3)","('속', 2)","('생각', 2)","('하루', 2)","('추억', 2)","('만남', 2)","('이별', 2)","('거리', 1)","('미움', 1)"
"('모습', 2)","('마음', 2)","('잘못', 2)","('눈빛', 2)","('사랑', 2)","('때문', 2)","('이별', 2)","('변명', 2)","('오늘', 2)","('밤하늘', 2)","('생각', 10)","('이제', 7)","('추억', 6)","('사랑', 5)","('바보', 5)","('처음', 4)","('상처', 3)","('사진', 2)","('입맞춤', 2)","('책', 2)","('뜻', 2)","('인생', 2)","('방', 2)","('선수', 1)","('입장', 1)","('금수', 1)","('정', 1)","('원초', 1)","('여우', 1)","('씨름', 1)","('날', 11)","('사랑', 10)","('말', 10)","('거', 6)","('너를 사랑해', 3)","('사랑해', 3)","('나름', 3)","('행복', 3)","('방', 3)","('천장', 3)"
"('미소', 5)","('속', 3)","('내일', 2)","('하나로', 2)","('세상', 2)","('품', 2)","('곁', 2)","('마음', 2)","('그리워', 2)","('아스라이', 1)","('날', 11)","('거', 3)","('철이', 3)","('말도', 3)","('모습', 2)","('말', 2)","('맘', 1)","('사랑', 1)","('지금', 1)","('한참', 1)","('달', 14)","('말', 4)","('몰락', 4)","('사랑', 3)","('처음', 1)","('차', 1)","('누', 1)","('군가', 1)",0,0,"('밤', 6)","('속', 5)","('날', 5)","('넌', 5)","('맘', 4)","('바람', 4)","('빛', 4)","('세상', 3)","('모습', 3)","('곁', 3)"
"('건', 3)","('마찬가지', 3)","('이제', 2)","('한동안', 2)","('아픔', 2)","('끝', 2)","('테', 2)","('지', 2)","('냉정', 2)","('눈', 2)","('세상', 4)","('사랑', 3)","('속', 3)","('꿈', 3)","('그대에게', 2)","('하나뿐인 당신', 2)","('미소', 2)","('매일', 2)","('하늘', 2)","('마음', 2)","('사랑해', 3)","('말', 2)","('삶', 2)","('순간', 1)","('기억', 1)","('오늘', 1)","('뒷모습', 1)","('미련', 1)","('나야', 1)","('듯', 1)","('낙하', 12)","('눈', 7)","('날', 5)","('핫', 3)","('숨', 3)","('말', 2)","('낭떠러지', 2)","('예상', 2)","('거', 2)","('손', 1)"
"('사랑', 8)","('투유', 7)","('가슴', 4)","('간직', 3)","('맘', 2)","('목소리', 2)","('귓가', 2)","('사랑은', 2)","('영화', 2)","('말', 2)","('행복', 4)","('건', 2)","('뿐', 2)","('비', 2)","('가요', 1)","('오늘', 1)","('영원', 1)","('사랑은', 1)","('거짓', 1)","('어제', 1)","('연애', 9)","('남자', 8)","('맘', 4)","('오랫동안', 4)","('솔로', 3)","('남자친구', 3)","('사랑', 3)","('말', 3)","('관심', 2)","('척', 2)","('세상', 3)","('무어', 2)","('사람', 2)","('비', 2)","('우산', 2)","('안고', 2)","('거', 2)","('부족', 1)","('여태', 1)","('작정', 1)"
"('어머니', 6)","('이름', 4)","('속', 2)","('창살', 1)","('편', 1)","('아침', 1)","('해', 1)","('손길', 1)","('곳', 1)","('얼굴', 1)","('이별', 4)","('하루', 3)","('눈물', 3)","('모습', 3)","('거', 2)","('마음', 2)","('뿐', 2)","('한참', 2)","('애', 2)","('얼굴', 2)","('넌', 16)","('사랑', 8)","('날', 8)","('숨', 4)","('절대', 4)","('아냐', 3)","('앞', 3)","('이건', 2)","('집착', 2)","('뿐', 2)","('뿐', 5)","('말', 3)","('후회', 3)","('텐', 3)","('데', 3)","('처음', 2)","('세상', 2)","('거', 2)","('너에게', 2)","('겉', 2)"
"('사랑', 12)","('지금', 8)","('날', 4)","('무화과', 4)","('그 여자', 4)","('남자', 4)","('어느 하늘 아래서', 4)","('이야기', 3)","('바람', 2)","('서', 2)","('라라', 22)","('눈물', 4)","('사랑', 3)","('대만', 3)","('맘', 3)","('후회', 3)","('거', 2)","('사랑으로', 2)","('눈', 1)","('기억', 1)","('술', 3)","('소리', 3)","('보고싶다', 3)","('가슴', 2)","('생각', 2)","('속', 2)","('오늘', 2)","('사람', 2)","('밥', 1)","('야구', 1)","('거', 4)","('바다', 3)","('너와 나', 3)","('위', 3)","('날', 3)","('사랑', 3)","('마음', 3)","('아래', 3)","('말', 3)","('별빛', 2)"
"('사랑', 8)","('가슴', 3)","('아니야', 2)","('거', 2)","('후회', 2)","('하진', 2)","('이세상', 2)","('기쁨', 2)","('한동안', 1)","('곁', 1)","('연인', 3)","('속', 3)","('사랑', 3)","('모습', 2)","('어른', 2)","('영원', 2)","('얘기', 2)","('꿈', 2)","('꽃', 2)","('꽃잎', 2)","('오오', 22)","('사랑', 13)","('아아', 9)","('눈물', 7)","('기억', 6)","('떡', 4)","('상처', 3)","('가슴', 3)","('날', 3)","('생각', 2)",0,0,0,0,0,0,0,0,0,0
"('나나', 5)","('뿐', 4)","('미', 2)","('소만', 2)","('착각', 2)","('손길', 2)","('속삭임', 2)","('사랑', 2)","('건', 2)","('아니야', 2)","('번', 4)","('생각', 4)","('날', 3)","('기억', 2)","('이름', 2)","('누', 2)","('군가', 2)","('사람', 2)","('사랑해요', 2)","('사랑', 2)","('라라', 42)","('템포', 4)","('보란', 4)","('듯이', 4)","('볼륨', 4)","('거', 3)","('시작', 3)","('갈래', 3)","('안녕', 2)","('쯤', 2)","('거', 5)","('말', 3)","('누', 3)","('군가', 3)","('사랑', 3)","('아무것', 2)","('게', 2)","('이제', 2)","('늦기 전에', 2)","('그늘', 2)"
"('날', 9)","('하루', 6)","('걱정', 5)","('뿐', 4)","('기쁨', 3)","('순간', 2)","('일기', 2)","('낱말', 2)","('생각', 2)","('세상', 2)","('사거리', 3)","('번호', 3)","('두말', 3)","('마릴린', 3)","('먼로', 3)","('음악', 3)","('링', 3)","('압구정', 2)","('아이들', 2)","('강남대로', 1)","('강남스타일', 17)","('오빠', 12)","('사나이', 10)","('여자', 8)","('놈', 6)","('사랑', 4)","('오오', 4)","('낮', 2)","('커피', 2)","('밤', 2)","('가사', 4)","('날', 4)","('말', 3)","('대체', 3)","('건', 3)","('병원', 3)","('넌', 2)","('하루', 2)","('문', 2)","('상처', 2)"
"('사람', 6)","('얼굴', 3)","('손', 3)","('악수', 2)","('가슴속', 2)","('마음', 2)","('거', 2)","('빌딩', 2)","('회색빛', 2)","('아침', 1)","('날', 6)","('빛', 4)","('길', 4)","('눈물', 3)","('내 사랑', 3)","('No.1', 3)","('속', 2)","('얼굴', 2)","('슬픔', 2)","('구름', 2)","('오늘', 5)","('넌', 4)","('말', 4)","('사랑', 3)","('이제', 3)","('끝', 2)","('밥', 2)","('영화', 2)","('노래', 2)","('후회', 2)","('밤', 11)","('말', 5)","('오늘', 3)","('맘', 3)","('바람', 2)","('집', 2)","('길', 2)","('생각', 2)","('눈', 1)","('제일', 1)"
"('서로', 4)","('처음', 3)","('느낌', 3)","('설레임', 3)","('실증', 3)","('이제', 3)","('거', 3)","('저녁', 1)","('의무감', 1)","('전화', 1)","('거', 5)","('날', 4)","('걸음', 4)","('시작', 3)","('오늘', 2)","('건', 2)","('가요', 2)","('아침', 2)","('곁', 2)","('사랑', 2)","('거리', 9)","('벚꽃', 7)","('잎', 7)","('봄바람', 6)","('오예', 3)","('사랑', 3)","('바람', 3)","('노래', 2)","('가요', 2)","('손', 2)","('숨', 9)","('게로', 4)","('맘', 2)","('서로', 2)","('밤', 2)","('눈빛', 2)","('넌', 2)","('내', 2)","('그건 너', 1)","('마찬가지', 1)"
"('마음', 5)","('난 알아요', 2)","('밤', 2)","('사랑', 2)","('말', 2)","('미소', 2)","('대만', 2)","('슬픔', 2)","('모습', 2)","('누', 1)","('날', 6)","('영화', 4)","('아름다운 시절', 4)","('속', 4)","('손', 3)","('추억', 2)","('꺼', 2)","('오늘', 1)","('숨', 1)","('의자', 1)","('떡', 5)","('말', 4)","('맘', 4)","('사랑', 4)","('조절', 3)","('고장', 3)","('정신', 3)","('너 때문에', 2)","('입가', 2)","('Loving U', 2)","('말', 3)","('사랑', 2)","('거', 2)","('바', 2)","('넌', 1)","('감당', 1)","('날', 1)","('기분', 1)","('이름', 1)","('몸', 1)"
"('모습', 4)","('만남', 4)","('마음', 4)","('친구', 3)","('표정', 2)","('손', 2)","('뿐', 2)","('오오', 2)","('비가 오는 날엔', 2)","('사연', 2)","('나나', 39)","('말', 4)","('거', 4)","('난나', 3)","('눈물', 3)","('상처', 3)","('모습', 2)","('말투', 2)","('번', 2)","('기억', 2)","('나나', 10)","('리', 4)","('위', 3)","('오늘', 3)","('얼음', 3)","('리라', 2)","('라라', 2)","('하늘', 2)","('말', 2)","('심장', 2)","('맘', 2)","('요즘', 2)","('사람', 2)","('생각', 2)","('대책', 2)","('아냐', 2)","('진짜', 2)","('사랑해', 2)","('진심', 2)","('이해', 2)"
"('사랑', 7)","('건', 4)","('거', 3)","('어제', 3)","('오늘', 3)","('이별', 3)","('미소', 3)","('짓', 3)","('얼굴', 3)","('내일', 3)","('좋은사람', 3)","('사랑', 3)","('맘', 3)","('날', 3)","('말', 2)","('생각', 2)","('아니야', 2)","('이별', 2)","('준비', 1)","('비', 1)","('맘', 7)","('질투', 4)","('집착', 4)","('마음', 4)","('사랑', 3)","('밤', 2)","('날', 2)","('잡아줘', 2)","('늦기 전에', 2)","('사랑해', 2)","('사랑', 5)","('텐', 4)","('데', 4)","('게', 2)","('모습', 2)","('이건', 2)","('종일', 2)","('건', 2)","('상상', 1)","('요즘', 1)"
"('가슴', 3)","('아픔', 3)","('얘기', 3)","('말', 3)","('바', 2)","('며칠', 2)","('숨', 2)","('허무', 2)","('듯', 2)","('뿐', 2)","('거', 6)","('모습', 4)","('행복', 4)","('아픔', 3)","('편안', 3)","('순수', 3)","('처음', 2)","('군', 2)","('색깔', 2)","('영원', 2)","('사랑', 16)","('말', 13)","('행동', 6)","('한담', 5)","('진심', 3)","('추억', 3)","('사랑한다면', 3)","('거짓말', 2)","('오늘', 2)","('기억', 2)","('사람', 4)","('텐', 4)","('데', 4)","('사랑', 3)","('그리움', 3)","('사랑은', 3)","('눈물', 2)","('길', 2)","('가슴', 2)","('게', 2)"
"('사랑', 6)","('마음', 5)","('하룻밤', 4)","('꿈', 4)","('건', 3)","('지금', 2)","('눈물', 2)","('거리', 2)","('세월', 2)","('슬픔', 2)","('사람', 5)","('사랑', 5)","('곁', 3)","('마음', 2)","('이별', 2)","('생각', 2)","('대만', 2)","('게', 1)","('처음', 1)","('그전', 1)","('사랑', 4)","('원', 3)","('곁', 3)","('감사', 3)","('세상', 3)","('속', 3)","('하나로', 3)","('행복', 3)","('곳', 2)","('눈', 2)","('눈', 5)","('꿈', 4)","('앞', 4)","('맘', 3)","('방', 3)","('춤', 3)","('칸', 3)","('눈빛', 1)","('표정', 1)","('얼굴', 1)"
"('영원', 7)","('속', 4)","('밤', 2)","('눈', 2)","('곁', 2)","('숨결', 2)","('빈', 2)","('공간', 2)","('방황', 2)","('눈물', 2)","('번', 5)","('말', 3)","('가야', 3)","('오늘', 2)","('눈물', 2)","('힘', 2)","('용서', 2)","('건', 2)","('데', 2)","('생각', 2)","('날', 5)","('말', 5)","('맘', 4)","('마음', 3)","('거짓말', 3)","('좋아서', 3)","('더 가까이', 2)","('네가 좋아', 2)","('척', 2)","('표정', 2)","('봄', 6)","('겨울', 5)","('사람', 4)","('여름', 3)","('이듬해', 2)","('녘', 2)","('꽃', 2)","('한여름 밤의 꿈', 2)","('눈', 2)","('철', 2)"
"('모습', 13)","('꿈', 4)","('밤', 4)","('추억', 3)","('그리움', 3)","('바람', 3)","('사진첩', 3)","('곳', 2)","('화난', 2)","('그림', 2)","('말', 7)","('소리', 5)","('건', 4)","('한참', 3)","('이제', 3)","('얘기', 3)","('답지', 3)","('사람', 3)","('곳', 2)","('이름', 2)","('마음', 10)","('이제', 4)","('밤', 3)","('느낌', 2)","('하루', 2)","('처음', 1)","('말', 1)","('맘', 1)","('눈', 1)","('숨', 1)","('거', 4)","('바다', 3)","('너와 나', 3)","('위', 3)","('날', 3)","('사랑', 3)","('마음', 3)","('아래', 3)","('말', 3)","('별빛', 2)"
"('건', 5)","('거', 4)","('날', 3)","('보상', 3)","('운명', 3)","('사랑', 2)","('세상', 2)","('한가지', 2)","('번', 1)","('감정', 1)","('I Believe', 6)","('말', 3)","('후회하지 않아', 3)","('사랑으로', 3)","('약속', 2)","('꺼', 2)","('날', 2)","('건', 2)","('품', 2)","('미소', 2)","('우', 12)","('하루', 4)","('꺼', 3)","('어둠', 2)","('오늘', 1)","('커플', 1)","('사랑', 1)","('나나', 1)","('오늘밤', 1)","('종일', 1)","('기분', 3)","('사람', 3)","('준비', 2)","('좌', 2)","('우', 2)","('위', 2)","('아래', 2)","('이리', 1)","('오래간만', 1)","('적지', 1)"
"('말', 2)","('사랑', 1)","('기억', 1)","('거짓', 1)","('이별', 1)","('슬픔', 1)","('마음', 1)","('어둠', 1)","('필요', 1)","('외면', 1)","('인생', 6)","('용기', 3)","('미래', 3)","('내일', 2)","('앞', 2)","('곳', 2)","('길', 2)","('오후', 1)","('집', 1)","('걸음', 1)","('눈', 7)","('베일', 5)","('티', 5)","('끝', 2)","('날', 2)","('사람', 1)","('경계', 1)","('보석', 1)","('곁', 1)","('주위', 1)","('아냐', 11)","('사랑', 9)","('미련', 5)","('말', 4)","('정', 3)","('이건', 3)","('기억', 3)","('정리', 3)","('가자', 3)","('밤', 2)"
"('사람', 5)","('거짓말', 4)","('안부', 2)","('얘기', 2)","('예감', 2)","('처음', 2)","('거', 2)","('이제', 2)","('고백', 2)","('선', 2)","('날', 4)","('이제', 4)","('모습', 3)","('꿈', 3)","('손', 3)","('가슴', 2)","('잠', 2)","('예전', 2)","('위로', 2)","('맘', 2)","('사랑', 4)","('기억', 3)","('삶', 2)","('날', 2)","('곳', 2)","('믿음', 2)","('영원', 2)","('약속', 2)","('추억', 2)","('만남', 2)","('날', 3)","('친구', 3)","('위', 3)","('붉은색', 3)","('푸른색', 3)","('사이', 3)","('초', 3)","('노란색', 3)","('빛', 3)","('신호등', 3)"
"('노래', 6)","('속', 5)","('나의 노래는', 4)","('빛', 2)","('힘', 2)","('삶', 2)","('마음', 2)","('하리', 2)","('시와', 1)","('양식', 1)","('사랑', 6)","('눈물', 4)","('날', 3)","('말', 2)","('기억', 2)","('사람', 2)","('남은', 2)","('사랑해', 2)","('곁', 2)","('오늘', 2)","('번', 4)","('사랑', 3)","('사람', 3)","('하루', 2)","('이제', 2)","('곁', 2)","('날', 2)","('건지', 1)","('잔소리', 1)","('후회', 1)","('날', 6)","('넌', 2)","('아이러니', 2)","('전', 2)","('너에게', 1)","('시작', 1)","('너와 나', 1)","('순간', 1)","('기대', 1)","('몇 번을', 1)"
"('거', 6)","('이제', 3)","('너에게', 3)","('바라', 3)","('볼', 3)","('사랑을 할꺼야', 3)","('처음', 2)","('사랑', 2)","('건', 1)",0,"('넌', 6)","('애', 3)","('거', 2)","('라고', 1)","('이제', 1)","('다신', 1)","('볼', 1)","('사람', 1)","('사랑', 1)","('인줄', 1)","('바다', 16)","('여수', 10)","('밤', 10)","('아아', 5)","('전화', 3)","('조명', 2)","('얘기', 2)","('거리', 2)","('바람', 1)","('향기', 1)","('회전목마', 11)","('인생', 7)","('계속', 4)","('이 노래', 3)","('세상', 3)","('쯤', 3)","('말', 3)","('어제', 2)","('시계', 2)","('손', 2)"
"('사랑은', 4)","('유혹', 4)","('이별', 4)","('늦은 후회', 4)","('사랑', 4)","('이세상', 2)","('마지막 인사', 1)","('어깨', 1)","('채', 1)","('고개', 1)","('눈물', 8)","('걸', 8)","('바닷가', 5)","('사랑', 5)","('건', 5)","('꿈', 2)","('비', 2)","('떡', 2)","('맘', 2)","('사랑은', 2)","('텐', 9)","('데', 9)","('넌', 6)","('날', 6)","('모습', 4)","('마지막', 4)","('말', 3)","('예전', 3)","('오늘', 2)","('앞', 2)","('상상', 4)","('순간', 4)","('노래', 3)","('달빛', 3)","('춤', 3)","('해', 3)","('등장', 2)","('시작', 2)","('꽃가루', 2)","('자유', 2)"
"('속', 4)","('마음', 4)","('밤', 3)","('모습', 3)","('사랑', 3)","('오늘밤', 3)","('잠', 3)","('비', 2)","('그대에게', 2)","('꽃', 2)","('거', 4)","('속', 4)","('햇살', 3)","('창', 3)","('반', 3)","('쯤', 3)","('눈', 3)","('미소', 3)","('사랑', 3)","('행복', 3)","('고백', 9)","('오랫동안', 4)","('노래', 4)","('거', 2)","('가요', 2)","('길', 2)","('꿈', 2)","('상상', 2)","('곁', 2)","('연인', 2)","('말', 5)","('눈', 4)","('남', 2)","('넌', 2)","('날', 2)","('번', 2)","('매일', 2)","('지난날', 2)","('꿈', 2)","('원', 2)"
"('하루', 2)","('종일', 2)","('길', 2)","('흔적', 2)","('사랑', 2)","('필요', 2)","('오늘', 1)","('가슴', 1)","('번', 1)","('전화벨', 1)","('사랑해', 4)","('맘', 3)","('그대에게', 3)","('사람', 2)","('앞', 2)","('인지', 2)","('조심', 2)","('얘기', 2)","('용기', 2)","('내', 2)","('파란', 9)","('사랑', 7)","('눈물', 5)","('슬픔', 4)","('뜬구름', 4)","('겨울', 3)","('봄이', 3)","('그리움', 3)","('속', 3)","('맘', 3)","('밤', 8)","('손', 7)","('오늘', 7)","('날씨', 6)","('보름달', 6)","('가나', 6)","('다', 6)","('라마', 6)","('바사', 6)","('생각', 4)"
"('메아리', 2)","('꼬마', 2)","('숨바꼭질', 2)","('놀이', 2)","('시절', 2)","('눈', 2)","('소녀', 2)","('넌', 2)","('생각', 2)","('처음', 2)","('날', 5)","('눈물', 4)","('사랑', 4)","('건', 3)","('얘기', 2)","('외면', 2)","('채', 2)","('사랑할수록', 2)","('그리움', 2)","('머리', 2)","('목소리', 13)","('놈', 6)","('파도', 5)","('이제', 4)","('날', 3)","('속', 3)","('맘', 3)","('파도처럼', 3)","('귓가', 2)","('눈', 2)","('맘', 4)","('건', 3)","('꿈', 2)","('척', 2)","('한참', 1)","('용기', 1)","('눈치', 1)","('고개', 1)","('나와 나', 1)","('하트', 1)"
"('사랑', 8)","('거', 7)","('생각', 5)","('마음', 4)","('이제', 4)","('건', 3)","('자존심', 3)","('넌', 2)","('친구', 2)","('곁', 2)","('눈물', 9)","('빗속', 7)","('비', 3)","('뺨', 3)","('위', 3)","('빗물', 3)","('한참', 3)","('온몸', 3)","('채', 3)","('이젠 안녕', 3)","('위', 4)","('아래', 4)","('몸', 4)","('좌우', 4)","('파도처럼', 4)","('Come on', 4)","('귀', 4)","('용기', 4)","('두발', 4)","('오우', 2)","('You and I', 8)","('게', 3)","('꿈', 2)","('거', 2)","('말', 2)","('감정', 2)","('의심', 2)","('아냐', 2)","('번', 2)","('앞', 2)"
"('모습', 4)","('하루', 4)","('세월', 3)","('노후', 3)","('연금', 3)","('사회', 3)","('보장', 3)","('날', 2)","('벤치', 2)","('한번쯤', 1)","('사랑', 7)","('미련', 5)","('내일', 4)","('곳', 4)","('채', 3)","('우연이', 2)","('이별', 2)","('넌', 1)","('듯', 1)","('말', 1)","('말', 4)","('떠나지마', 3)","('향기', 3)","('속', 2)","('길', 2)","('눈물', 2)","('이제', 2)","('남은', 2)","('자동차', 1)","('음악', 1)","('그리워', 4)","('품', 4)","('밤', 4)","('추억', 3)","('말', 3)","('거', 3)","('날', 2)","('안녕', 1)","('요즘', 1)","('가로수길', 1)"
"('속', 10)","('모습', 6)","('미소', 4)","('오늘', 3)","('이제', 3)","('의미', 2)","('창가', 2)","('밤', 2)","('추억', 2)","('어둠', 2)","('세상', 4)","('욕', 3)","('뒷골목', 3)","('상처', 3)","('곁', 3)","('행복', 3)","('촛불', 3)","('사랑', 3)","('몸', 3)","('하늘', 3)","('이름', 5)","('날', 4)","('시계', 3)","('맘', 3)","('손', 3)","('틈새', 3)","('미래', 3)","('모습', 2)","('가슴', 2)","('벅차', 2)","('사랑', 9)","('기적', 6)","('순간', 4)","('끝', 3)","('운명', 3)","('서로', 3)","('눈앞', 3)","('날', 3)","('생각', 2)","('노래', 2)"
"('기억', 10)","('인지', 6)","('처음', 3)","('남자', 3)","('장갑', 3)","('생각', 2)","('적', 2)","('왼쪽', 2)","('오른쪽', 2)","('표정', 2)","('끝', 5)","('포기', 4)","('인생', 3)","('전', 2)","('시절', 2)","('순수', 2)","('눈물', 2)","('뒤', 2)","('가면', 1)","('살', 1)","('거', 3)","('해결', 3)","('할거', 3)","('위선', 2)","('비참', 2)","('굴지', 2)","('남', 2)","('걱정', 2)","('동정', 2)","('필요', 2)","('거', 9)","('말', 2)","('불안', 2)","('대체', 1)","('기분', 1)","('침대', 1)","('잠', 1)","('재미', 1)","('고민', 1)","('표정', 1)"
"('말', 10)","('말도', 8)","('희망', 6)","('사람', 6)","('세상', 4)","('손', 3)","('밖', 3)","('몫', 3)","('마련', 3)","('플라스틱', 2)","('사람', 4)","('사랑', 3)","('꺼', 2)","('여자', 2)","('부탁', 1)","('사랑해줘요', 1)","('남자', 1)","('눈치', 1)","('데이트', 1)","('친구', 1)","('거', 3)","('날', 3)","('바보', 3)","('사랑', 3)","('때문', 3)","('너 때문에', 3)","('남자', 3)","('행복', 3)","('사준', 2)","('옷', 1)","('손', 3)","('광야', 3)","('문', 3)","('절대', 2)","('너머', 2)","('룰', 1)","('결속', 1)","('무기', 1)","('위협', 1)","('상상', 1)"
"('생각', 4)","('마음', 3)","('후회', 2)","('채', 2)","('뿐', 2)","('사람', 2)","('속', 2)","('의미', 2)","('건', 2)","('실수', 2)","('말', 4)","('가슴', 4)","('모습', 2)","('골목길', 2)","('그림자', 2)","('세상', 2)","('밤', 1)","('별', 1)","('창문', 1)","('틈', 1)","('넌', 16)","('예뻐', 11)","('남자', 9)","('때문', 5)","('상처', 5)","('눈물', 4)","('행복', 3)","('눈', 3)","('사람', 2)","('사랑', 2)","('리무진', 9)","('거', 5)","('꿈', 4)","('삶', 4)","('무게', 4)","('사람', 3)","('곡', 2)","('날', 2)","('전화', 2)","('자존', 2)"
"('세월', 3)","('장난', 3)","('마중', 2)","('삶', 2)","('달', 2)","('진무', 2)","('러', 2)","('진', 2)","('서러움', 2)","('어깨', 2)","('오늘', 3)","('생각', 2)","('목소리', 2)","('모습', 2)","('곁', 2)","('행복', 2)","('말', 2)","('하루', 1)","('할거', 1)","('이제', 1)","('바람', 4)","('바', 2)","('하의', 2)","('선율', 2)","('날', 2)","('기억', 2)","('노래', 2)","('휘파람', 2)","('소리', 2)","('공간', 2)","('한때', 1)","('손', 1)","('세상', 1)","('주인공', 1)","('듯', 1)","('꽃송이', 1)","('꽃잎', 1)","('하나하나', 1)","('날', 1)","('올림픽대로', 1)"
"('사랑', 6)","('생각', 4)","('말', 4)","('거', 3)","('넌', 2)","('날', 2)","('바라지', 2)","('눈빛', 2)","('필요', 2)","('뿐', 2)","('발라', 28)","('서로', 7)","('연인', 5)","('무', 4)","('치', 4)","('카', 4)","('당황', 4)","('꺼', 4)","('날', 4)","('보니', 3)","('루', 20)","('Day by Day', 9)","('사랑', 6)","('눈물', 6)","('밤', 5)","('전', 3)","('품', 2)","('사람', 2)","('끝', 2)","('길', 2)","('기분', 4)","('위', 4)","('밤', 3)","('바람', 3)","('세로', 3)","('삶', 3)","('완벽', 3)","('거', 2)","('끝', 2)","('달', 1)"
"('눈', 3)","('바이올린', 2)","('마음', 1)","('주인', 1)","('빈방', 1)","('이제', 1)","('노래', 1)","('꿈', 1)","('사람', 1)","('도시', 1)","('오오', 8)","('날', 7)","('추억', 7)","('우리들의', 5)","('번', 5)","('속', 4)","('세상', 4)","('이별', 2)","('다', 2)","('나날', 2)","('사랑', 6)","('곁', 3)","('사람', 3)","('남자', 3)","('맘', 2)","('웨딩드레스', 2)","('아냐', 2)","('뿐', 2)","('번', 2)","('내 사랑', 2)","('순간', 3)","('생각', 2)","('가슴', 2)","('한눈', 1)","('건', 1)","('세상', 1)","('전과', 1)","('숨', 1)","('바람', 1)","('햇살', 1)"
"('안개비', 4)","('사랑', 2)","('시도', 2)","('기억 속으로', 2)","('홑이불', 2)","('시', 2)","('각거리', 2)","('가슴', 2)","('조미', 2)","('그리움', 2)","('꿈', 5)","('날', 4)","('사람', 2)","('요즘', 2)","('넌', 1)","('맘', 1)","('게', 1)","('마음', 1)","('거', 1)","('내', 1)","('사랑', 11)","('너와 나', 7)","('지금', 7)","('행복', 4)","('마지막', 4)","('기억', 4)","('지', 3)","('잔', 2)","('시절', 2)","('소리', 2)","('행복', 7)","('사랑', 5)","('사람', 4)","('하루', 2)","('빛', 2)","('이제', 2)","('그날', 2)","('순간', 2)","('별거', 1)","('단', 1)"
"('거', 4)","('눈물', 3)","('몫', 3)","('사랑', 3)","('번', 2)","('내', 2)","('인생', 2)","('완전', 2)","('길', 2)","('뿐', 2)","('생각', 7)","('사랑', 6)","('날', 5)","('말', 3)","('행복', 3)","('이별', 3)","('건', 3)","('그리워', 2)","('모습', 2)","('사람', 2)","('Electric Shock', 13)","('르', 8)","('기', 3)","('충', 3)","('격', 3)","('날', 3)","('한계', 3)","('사랑', 2)","('끝', 2)","('동', 2)","('넌', 5)","('목소리', 4)","('노래', 3)","('날', 3)","('생각', 3)","('진심', 2)","('건', 2)","('뻔', 1)","('하디', 1)","('노랫말', 1)"
