1990s_빈도_1,1990s_빈도_2,1990s_빈도_3,1990s_빈도_4,1990s_빈도_5,1990s_빈도_6,1990s_빈도_7,1990s_빈도_8,1990s_빈도_9,1990s_빈도_10,2000s_빈도_1,2000s_빈도_2,2000s_빈도_3,2000s_빈도_4,2000s_빈도_5,2000s_빈도_6,2000s_빈도_7,2000s_빈도_8,2000s_빈도_9,2000s_빈도_10,2010s_빈도_1,2010s_빈도_2,2010s_빈도_3,2010s_빈도_4,2010s_빈도_5,2010s_빈도_6,2010s_빈도_7,2010s_빈도_8,2010s_빈도_9,2010s_빈도_10,2020s_빈도_1,2020s_빈도_2,2020s_빈도_3,2020s_빈도_4,2020s_빈도_5,2020s_빈도_6,2020s_빈도_7,2020s_빈도_8,2020s_빈도_9,2020s_빈도_10
"('거', 8)","('생각', 4)","('아픔', 3)","('이별', 2)","('오래전', 2)","('뒷모습', 1)","('말', 1)","('내민', 1)","('손', 1)","('잡기', 1)","('말', 11)","('글자', 9)","('눈물', 4)","('번', 4)","('세상', 3)","('제일', 3)","('곁', 3)","('사랑해', 3)","('하루', 2)","('채', 2)","('행복', 15)","('양화대교', 5)","('엄마', 4)","('아버지', 3)","('기억', 3)","('하네', 3)","('날', 2)","('아빠', 2)","('돈', 2)","('루', 2)",,,,,,,,,,
"('날', 4)","('이별', 4)","('곳', 3)","('행복', 2)","('아픔', 2)","('설명', 2)","('곁', 2)","('지금', 2)","('우연', 2)","('만남', 2)","('걸음', 7)","('날', 6)","('하루', 3)","('제자리', 3)","('사랑', 3)","('게', 2)","('달', 2)","('거짓말', 2)","('가도', 2)","('생각', 1)","('봄', 9)","('향기', 8)","('느낌', 4)","('앞', 4)","('말', 4)","('코끝', 3)","('입술', 3)","('겨울', 2)","('눈', 2)","('모습', 2)",,,,,,,,,,
"('나나', 54)","('세상', 5)","('친구', 4)","('날', 3)","('말', 3)","('래퍼', 2)","('DJ DOC', 2)","('애', 2)","('여자', 2)","('애인', 2)","('가시', 4)","('기억', 4)","('사랑', 3)","('지금', 1)","('하늘', 1)","('사람', 1)","('세상', 1)","('만인', 1)","('데', 1)","('날', 1)","('사랑', 4)","('마지막', 4)","('행복', 3)","('건', 3)","('인연', 3)","('오늘', 3)","('사랑해요', 3)","('처음', 3)","('듯', 3)","('날', 2)",,,,,,,,,,
"('사랑해', 3)","('아픔', 3)","('기억', 3)","('맘', 3)","('이유', 2)","('내', 2)","('게로', 2)","('처음', 1)","('잘못된 만남', 1)","('인걸', 1)","('사랑', 8)","('날', 6)","('인해', 5)","('넌', 4)","('사람', 4)","('태양', 4)","('사랑이야', 4)","('별', 4)","('축복', 4)","('밤', 4)","('레', 36)","('레옹', 9)","('Call Me', 5)","('춤', 5)","('마틸다', 4)","('눈', 3)","('선글라스', 2)","('이유', 2)","('마라', 2)","('앞', 2)",,,,,,,,,,
"('깊은 슬픔', 2)","('속', 2)","('듯', 2)","('사랑', 2)","('곁', 1)","('마지막', 1)","('순간', 1)",0,0,0,"('난나', 14)","('사랑', 8)","('나나', 7)","('가슴', 4)","('밤', 4)","('너와 나', 4)","('눈빛', 2)","('오늘', 2)","('번', 2)","('맘', 2)","('나나', 12)","('우우', 8)","('우', 8)","('날', 5)","('춤', 3)","('맘', 3)","('핫', 3)","('완전', 3)","('밤새', 3)","('느낌', 2)",,,,,,,,,,
"('눈물', 6)","('외침', 4)","('맘', 4)","('속', 4)","('고요', 4)","('운명', 4)","('곁', 2)","('약속', 2)","('슬픔', 2)","('숙제', 2)","('번', 8)","('바램', 4)","('맘', 3)","('눈', 2)","('말', 2)","('생각', 2)","('사랑', 2)","('눈물', 1)","('날', 1)","('종이', 1)","('이제', 3)","('다', 2)","('말', 1)","('뒤', 1)","('마음', 1)","('기대', 1)","('편', 1)","('야광', 1)","('빛', 1)","('내일', 1)",,,,,,,,,,
"('이제', 3)","('이별', 2)","('월 가', 2)","('마음', 2)","('대만', 2)","('그리움만 쌓이네', 2)","('사람', 1)","('이여', 1)","('그리움', 1)","('사랑', 1)","('눈물', 5)","('한가지', 3)","('넌', 3)","('추억', 2)","('행복', 2)","('선물', 1)","('그리움', 1)","('부지런', 1)","('사랑', 1)","('라면', 1)","('위', 60)","('아래', 41)","('넌', 8)","('빙글', 6)","('날', 5)","('아스', 4)","('척', 3)","('맘', 3)","('돌리지', 2)","('동공', 1)",,,,,,,,,,
"('거', 8)","('포기', 4)","('모습', 4)","('몸', 3)","('너에게', 3)","('안길', 3)","('이름', 3)","('사랑', 3)","('몸부림', 2)","('곳', 2)","('사람', 5)","('눈물', 3)","('사랑', 3)","('가슴', 2)","('말', 2)","('테', 2)","('목숨', 2)","('듯', 2)","('추억', 2)","('마음', 1)","('심쿵해', 6)","('완전', 4)","('목소리', 4)","('이해', 4)","('말', 4)","('마음', 3)","('품', 3)","('눈', 2)","('첫눈', 2)","('처음', 2)",,,,,,,,,,
"('날', 7)","('너에게', 6)","('거', 6)","('번', 4)","('마음', 4)","('능력', 4)","('순애보', 4)","('실수', 3)","('이해', 3)","('넌', 2)","('생각', 4)","('사람', 3)","('이해', 3)","('이제', 2)","('친구', 2)","('기도', 2)","('바보', 2)","('척', 2)","('라고', 2)","('말', 2)","('겁', 12)","('건', 7)","('말', 5)","('게', 4)","('날', 3)","('넌', 3)","('아무것', 3)","('눈', 3)","('목소리', 3)","('번', 2)",,,,,,,,,,
"('친구', 4)","('꿈', 3)","('노래', 3)","('위', 2)","('모습', 2)","('사람', 2)","('사랑', 2)","('곁', 2)","('이제', 2)","('날', 2)","('말', 7)","('안녕', 4)","('비바람', 4)","('사랑', 3)","('말도', 3)","('손', 2)","('온기', 2)","('자리', 2)","('뺨', 2)","('불빛', 1)","('다른 남자 말고 너', 9)","('말', 7)","('남자', 6)","('여자', 5)","('장난', 3)","('사랑은', 3)","('필요', 2)","('숨', 2)","('날', 2)","('건', 2)",,,,,,,,,,
"('사랑', 4)","('감사', 2)","('후에', 2)","('테', 2)","('영원', 1)","('거', 1)","('말', 1)","('행복', 1)","('빌어', 1)","('모습', 1)","('말', 8)","('사랑', 7)","('숨', 5)","('가슴', 3)","('오늘', 3)","('눈물', 3)","('대신', 3)","('넌', 2)","('밤', 2)","('듯', 2)","('사람', 17)","('사랑', 11)","('맘', 8)","('중', 5)","('이해', 4)","('사랑해', 3)","('날', 3)","('마음', 2)","('사랑은', 2)","('곁', 2)",,,,,,,,,,
"('날', 6)","('떠나지마', 6)","('넌', 4)","('내 사랑', 4)","('뒷모습', 3)","('번', 3)","('말', 3)","('길', 3)","('거', 3)","('괜찮아', 2)","('세상', 7)","('사랑', 7)","('꿈', 6)","('말', 5)","('널', 4)","('날개', 3)","('피고', 3)","('눈', 3)","('뿐', 3)","('위', 3)","('그건 너', 4)","('기분', 2)","('건', 2)","('때문', 2)","('불빛', 2)","('눈', 2)","('게', 2)","('웃음', 1)","('둥', 1)","('울림', 1)",,,,,,,,,,
"('생각', 5)","('거', 5)","('번', 4)","('배신', 4)","('넌', 4)","('현실', 4)","('아무것', 3)","('이제', 3)","('날', 3)","('맘', 3)","('사랑', 9)","('하루', 4)","('기억', 4)","('오늘', 3)","('날', 2)","('속', 2)","('종일', 2)","('말투', 2)","('표정', 2)","('지금', 2)","('진짜', 5)","('속', 5)","('날', 5)","('순간', 4)","('사람', 3)","('번', 3)","('세상', 3)","('마음', 2)","('문', 2)","('존재', 2)",,,,,,,,,,
"('뿐', 5)","('이제', 5)","('기대', 4)","('곁', 4)","('얼굴', 4)","('모습', 4)","('말', 3)","('이유', 3)","('사랑', 2)","('거', 2)","('나나', 12)","('사랑', 8)","('머리', 4)","('발끝', 3)","('여자', 3)","('자랑', 3)","('이제', 3)","('공기', 3)","('너를 사랑해', 3)","('게', 3)","('말', 8)","('기분', 3)","('생각', 3)","('장난', 3)","('아냐', 3)","('확신', 3)","('이 노래', 1)","('불안', 1)","('이유', 1)","('넌', 1)",,,,,,,,,,
"('비', 6)","('눈물', 4)","('우연', 3)","('하늘', 3)","('그 후로 오랫동안', 2)","('건', 2)","('생각', 2)","('이여', 2)","('님', 2)","('곳', 2)","('사랑', 4)","('거', 3)","('추억', 3)","('알게될거야', 3)","('길', 2)","('하모니카', 2)","('손', 2)","('어린왕자', 2)","('꿈', 2)","('천국', 2)","('남자', 6)","('그리워', 6)","('사랑', 3)","('말', 3)","('정신', 3)","('바람', 2)","('날', 2)","('넌', 2)","('오늘', 2)","('추억', 2)",,,,,,,,,,
"('얼굴', 4)","('생각', 4)","('기억', 3)","('비오', 2)","('날', 2)","('티', 2)","('오늘', 2)","('넌', 2)","('세상', 2)","('비', 2)","('행복', 5)","('이세상', 5)","('사랑', 4)","('사람', 3)","('대신', 3)","('속', 2)","('순', 2)","('없어', 2)","('눈', 1)","('투명', 1)","('목소리', 8)","('날', 6)","('사랑', 5)","('번', 4)","('귓가', 3)","('말', 2)","('기억', 1)","('속', 1)","('모습', 1)","('향기', 1)",,,,,,,,,,
"('결혼', 4)","('아침', 3)","('노예', 3)","('사랑', 3)","('할거', 3)","('입', 2)","('부인', 1)","('엄마', 1)","('집', 1)","('이서', 1)","('날', 8)","('사랑', 8)","('맘', 3)","('눈물', 2)","('몸', 2)","('곁', 2)","('계절', 2)","('돌고', 2)","('꽃', 2)","('봄이', 2)","('음', 14)","('넌', 5)","('너에게', 4)","('반응', 4)","('취향저격', 4)","('여자', 4)","('게', 3)","('오늘', 3)","('드루', 3)","('눈빛', 2)",,,,,,,,,,
"('사랑', 4)","('벽', 2)","('넌', 2)","('말', 2)","('거', 2)","('이제', 2)","('이유', 2)","('날', 2)","('한말', 1)","('기억', 1)","('사랑', 7)","('술', 6)","('이제', 5)","('마음', 4)","('안부', 4)","('사랑해', 3)","('보고', 3)","('파도', 3)","('나선', 3)","('오랜만', 3)","('봄날', 7)","('눈', 5)","('듯', 4)","('겨울', 3)","('사랑', 2)","('그리워', 2)","('가슴', 2)","('상처', 2)","('눈물', 2)","('봄바람', 1)",,,,,,,,,,
"('기억', 5)","('손', 3)","('가방', 3)","('표정', 3)","('사진', 3)","('가슴', 3)","('숨', 3)","('주위', 2)","('횡', 2)","('눈', 2)","('말', 8)","('얘기', 3)","('투정', 3)","('번', 3)","('날', 3)","('거짓말', 2)","('여자', 2)","('장난', 1)","('한번쯤', 1)","('처음', 1)","('눈', 7)","('허리', 4)","('뒤', 4)","('발끝', 4)","('머리', 3)","('여자', 3)","('바지', 3)","('앞', 3)","('머리끝', 3)","('떼', 3)",,,,,,,,,,
"('이제', 5)","('사랑', 4)","('위선', 4)","('날', 4)","('그대와 함께', 4)","('하리', 4)","('자유', 4)","('사랑해', 4)","('앞', 2)","('굴레', 2)","('겨울', 6)","('사랑', 5)","('날', 5)","('기억', 5)","('입', 4)","('목소리', 4)","('파란', 4)","('봄', 4)","('속', 4)","('추억', 3)","('취향저격', 13)","('느낌', 6)","('말', 5)","('머리', 5)","('발끝', 4)","('안달', 4)","('전', 4)","('생각', 4)","('모습', 4)","('눈빛', 3)",,,,,,,,,,
"('가요', 7)","('건', 5)","('시작', 3)","('이해', 3)","('대답', 3)","('한참', 1)","('처음', 1)","('사랑', 1)","('말', 1)","('기억', 1)","('번', 3)","('사랑', 2)","('기억', 2)","('다시 시작해', 2)","('거리', 2)","('두리', 2)","('걱정', 1)","('탓', 1)","('하루', 1)","('이틀', 1)","('눈물', 3)","('위', 3)","('바람', 2)","('번', 2)","('기억', 2)","('마음', 2)","('길', 2)","('끝', 2)","('얼음', 1)","('꽃', 1)",,,,,,,,,,
"('건', 9)","('게', 3)","('내일', 3)","('거', 3)","('아기', 1)","('엄마', 1)","('밤하늘', 1)","('별빛', 1)","('눈빛', 1)","('소녀', 1)","('눈', 3)","('눈물', 3)","('번', 2)","('가슴', 2)","('행복', 2)","('건', 2)","('처음', 2)","('맘', 2)","('짓', 2)","('소원', 2)","('거', 5)","('말', 5)","('전', 5)","('오늘', 3)","('이대로', 3)","('불편', 3)","('질문', 2)","('대체', 2)","('내일', 2)","('더듬', 2)",,,,,,,,,,
"('모습', 3)","('마음', 3)","('눈물', 3)","('말', 3)","('이별', 3)","('님', 3)","('이제', 3)","('앞길', 3)","('기억', 2)","('속', 2)","('적', 12)","('세상', 10)","('슈퍼맨', 6)","('밤', 6)","('랩', 6)","('꼬마', 5)","('오늘', 5)","('아인', 5)","('연기', 5)","('꿈', 5)","('오늘부터 우리는', 8)","('마음', 7)","('바람', 5)","('설레임', 4)","('기도', 4)","('노을', 4)","('빛', 4)","('맘', 4)","('너에게', 3)","('말', 2)",,,,,,,,,,
"('거', 9)","('꿈', 5)","('세상', 5)","('모습', 3)","('린날', 3)","('힘', 3)","('고통', 2)","('이건', 1)","('거리', 1)","('위', 1)","('소리', 5)","('날', 4)","('시작', 3)","('맘', 3)","('기억', 3)","('신경', 2)","('춤', 2)","('거', 2)","('후회', 2)","('눈', 1)","('라리', 8)","('라라', 8)","('넌', 6)","('날', 5)","('데', 4)","('사랑해', 3)","('말', 3)","('사람', 3)","('별', 3)","('속', 3)",,,,,,,,,,
"('꺼', 6)","('뒤', 4)","('고독', 4)","('건', 4)","('거', 4)","('꿈', 2)","('세상', 2)","('한때', 2)","('속', 2)","('지금', 2)","('말', 10)","('날', 5)","('사랑', 5)","('한숨', 5)","('가슴', 4)","('건', 4)","('잡지', 4)","('이별', 3)","('떡', 3)","('고개', 2)","('빛', 5)","('아래', 3)","('날', 3)","('눈물', 2)","('맘', 2)","('세상', 2)","('Fly High', 2)","('이야기', 1)","('오리', 1)","('백조', 1)",,,,,,,,,,
"('말', 5)","('사랑', 3)","('목소리', 2)","('날', 2)","('눈', 2)","('넌', 2)","('며칠', 2)","('사이', 2)","('집', 2)","('마지막', 2)","('라라', 16)","('거', 9)","('랄', 6)","('으', 5)","('테', 4)","('소리', 3)","('하하하', 3)","('모습', 2)","('차차', 2)","('번', 2)","('IF YOU', 16)","('생각', 4)","('뒷모습', 2)","('점', 2)","('가요', 2)","('아무것', 1)","('사랑', 1)","('바보', 1)","('건', 1)","('이별', 1)",,,,,,,,,,
"('나나', 16)","('빠', 15)","('친구', 13)","('사랑', 5)","('빠빠빠', 3)","('내 여자', 3)","('사실', 3)","('사람', 3)","('영원', 3)","('축복', 3)","('얘기', 5)","('사랑', 4)","('날', 4)","('하루', 3)","('거', 3)","('말', 3)","('생각', 2)","('친구', 2)","('여자', 2)","('간직', 2)","('거', 10)","('바람', 8)","('이별', 7)","('곳', 6)","('게', 3)","('텐', 3)","('데', 3)","('사랑', 2)","('생각', 2)","('영화', 2)",,,,,,,,,,
"('슈퍼맨', 10)","('엄마', 4)","('헤이', 3)","('홉', 3)","('아빠', 3)","('넌', 3)","('다다', 2)","('선물', 2)","('숫자', 2)","('날', 2)","('아니야', 12)","('속', 10)","('눈물', 9)","('기억', 7)","('뿐', 6)","('날', 3)","('게', 3)","('남자', 3)","('말', 2)","('채', 2)","('위', 10)","('오구', 3)","('I Love It', 2)","('날', 2)","('말', 2)","('필요', 2)","('심장', 2)","('하늘', 2)","('황태', 2)","('지', 2)",,,,,,,,,,
"('뿐', 6)","('서로', 3)","('눈빛', 3)","('눈', 3)","('세상', 3)","('소문', 3)","('흔들리지마', 3)","('준비', 3)","('어려움', 3)","('연인들', 3)","('날', 6)","('눈물', 5)","('행복', 2)","('이제', 2)","('기억', 2)","('생각', 2)","('사랑', 2)","('미련', 2)","('그대 목소리', 1)","('귀', 1)","('금요일', 5)","('우', 4)","('시계', 4)","('맘', 3)","('더 가까이', 3)","('주말', 2)","('일부', 2)","('초가', 2)","('남자', 2)","('사랑', 2)",,,,,,,,,,
"('사랑', 6)","('이별', 6)","('눈물', 5)","('내일이 오면', 3)","('눈', 2)","('슬픔', 2)","('채', 2)","('생각', 2)","('하진', 2)","('게', 2)","('말', 7)","('서로', 6)","('아픔', 6)","('기쁨', 5)","('슬픔', 5)","('뉴스', 3)","('패싸움', 3)","('오늘', 2)","('하나로', 2)","('합', 2)","('우리 사랑하지 말아요', 3)","('사실', 3)","('거', 3)","('약속', 3)","('내일', 3)","('말', 3)","('진심', 3)","('날', 2)","('안고', 2)","('전', 2)",,,,,,,,,,
"('사랑', 3)","('기억', 3)","('세상', 2)","('한숨', 2)","('바람', 2)","('슬픈 약속', 2)","('이여', 2)","('자랑', 2)","('너를 기억해', 2)","('생각', 1)","('사랑', 3)","('서로', 1)","('가슴', 1)","('햇빛', 1)","('향기', 1)","('가지', 1)","('꿈', 1)",0,0,0,"('차', 7)","('오빠', 5)","('괜찮아', 5)","('말', 4)","('바퀴', 3)","('돈', 2)","('이제', 2)","('걱정', 2)","('부모', 2)","('아냐', 2)",,,,,,,,,,
"('아침', 2)","('머리', 2)","('위', 2)","('하늘', 2)","('도시', 1)","('가로수', 1)","('하품', 1)","('야속', 1)","('괘종시계', 1)","('소리', 1)","('말', 6)","('사랑', 3)","('생각', 2)","('맘', 2)","('하루만', 2)","('날', 2)","('얘기', 1)","('사람', 1)","('웃음', 1)","('처음', 1)","('날', 10)","('넌', 5)","('숨', 4)","('물', 2)","('밤', 2)","('거', 2)","('쪽', 2)","('필요', 1)","('웅덩이', 1)","('곳', 1)",,,,,,,,,,
"('이예', 6)","('우', 5)","('말', 3)","('너에게', 2)","('유리잔', 2)","('진한', 2)","('손톱', 2)","('위', 2)","('눈빛', 2)","('무어', 2)","('말', 5)","('사랑', 4)","('평생', 4)","('벌', 4)","('내 사랑', 2)","('건', 2)","('날', 2)","('이제', 2)","('앞', 2)","('채', 2)","('말', 15)","('사랑', 7)","('눈물', 3)","('앞', 3)","('헤어', 2)","('지잔', 2)","('마디', 2)","('이별', 2)","('마음', 1)","('상처', 1)",,,,,,,,,,
"('대위해', 4)","('세상', 3)","('오늘', 3)","('기쁨', 3)","('인지', 3)","('마음', 3)","('노래', 2)","('사랑', 2)","('사람', 2)","('하늘', 1)","('생각', 5)","('건', 4)","('눈', 3)","('내 사랑', 3)","('마음', 3)","('마지막 선물', 3)","('보니', 2)","('아무것', 2)","('채', 2)","('마지막', 2)","('우주', 8)","('눈', 4)","('속', 4)","('밤', 3)","('Na Na Na', 3)","('내', 3)","('게로', 3)","('위', 3)","('날', 3)","('발', 2)",,,,,,,,,,
"('속', 5)","('바다', 4)","('길', 3)","('훗날', 3)","('세상', 3)","('끝', 3)","('기억', 3)","('파도', 3)","('소리', 3)","('갈래', 3)","('여자', 10)","('세상', 4)","('게', 3)","('강요', 3)","('대신', 3)","('아니야', 3)","('모습', 3)","('그늘', 3)","('기대', 3)","('하진', 3)","('기대', 9)","('이해', 6)","('속', 2)","('곁', 2)","('한숨', 2)","('건지', 2)","('게', 1)","('맘', 1)","('뒤', 1)","('척', 1)",,,,,,,,,,
"('대위해', 4)","('세상', 3)","('오늘', 3)","('기쁨', 3)","('인지', 3)","('마음', 3)","('노래', 2)","('사랑', 2)","('사람', 2)","('하늘', 1)","('말', 18)","('하늘', 12)","('위', 6)","('사랑', 5)","('날', 5)","('상처', 4)","('뿐', 3)","('사랑해', 2)","('후회', 2)","('맘', 2)","('기억', 5)","('이제', 4)","('한참', 4)","('얘기', 4)","('날', 3)","('넌', 3)","('너와 나', 2)","('속', 2)","('하루', 1)","('편', 1)",,,,,,,,,,
"('사랑', 14)","('세상', 6)","('순간', 4)","('입술', 2)","('마음', 2)","('원', 1)","('내 사랑', 1)","('가슴', 1)","('얘기', 1)","('호기심', 1)","('날', 3)","('때문', 2)","('거', 2)","('바보', 2)","('아니야', 2)","('사람', 2)","('사랑', 2)","('후회', 1)","('자존심', 1)","('말', 1)","('사랑', 5)","('래', 2)","('마음', 1)","('낯선', 1)","('길', 1)","('숨결', 1)","('자리', 1)","('누', 1)","('군가', 1)","('눈', 1)",,,,,,,,,,
"('예전', 4)","('마음', 4)","('한적', 4)","('이해', 3)","('대가', 3)","('인가', 3)","('사랑한다면', 2)","('한동안', 2)","('행복', 2)","('사랑', 2)","('이별', 4)","('말', 4)","('사랑', 3)","('사랑한다면', 3)","('아무것', 3)","('바라지', 3)","('손', 3)","('대면', 3)","('가슴', 3)","('바보', 3)","('범벅', 6)","('날', 5)","('사랑', 5)","('아가씨', 5)","('웃어봐', 5)","('하룻밤', 3)","('봄이', 3)","('눈빛', 2)","('매력', 2)","('소스', 2)",,,,,,,,,,
"('이제', 4)","('세상', 3)","('건', 3)","('속', 3)","('필요', 2)","('대신', 2)","('어둠', 2)","('내', 2)","('게로', 2)","('날', 1)","('가슴', 3)","('사람', 3)","('날', 3)","('용서', 3)","('여자라서', 3)","('기대', 2)","('적', 1)","('이별', 1)","('누', 1)","('군가', 1)","('자리', 4)","('행복', 4)","('오늘', 3)","('바보', 3)","('거', 3)","('비', 3)","('광화문', 2)","('세상', 2)","('손', 2)","('기억', 2)",,,,,,,,,,
"('이제', 4)","('문', 4)","('세상', 4)","('남', 3)","('표정', 2)","('생각', 2)","('눈', 2)","('평생', 2)","('상', 2)","('대낮', 1)","('사랑', 4)","('날', 3)","('맘', 3)","('사람', 3)","('웃음', 2)","('모습', 2)","('생각', 2)","('테', 2)","('마지막', 2)","('기대', 2)","('맘', 7)","('벨', 3)","('힘', 3)","('내 여자', 3)","('날', 3)","('태연', 3)","('연기', 3)","('대', 2)","('건', 2)","('친구', 2)",,,,,,,,,,
"('사랑', 4)","('날', 3)","('마음', 2)","('거', 2)","('괜찮아', 2)","('하늘', 2)","('이여', 2)","('힘', 2)","('건', 1)","('용서', 1)","('사람', 3)","('가슴', 3)","('거짓말', 3)","('눈물', 2)","('무심', 2)","('용서', 2)","('아파서', 2)","('상처', 2)","('며칠', 1)","('이별', 1)","('말', 6)","('속', 5)","('날', 4)","('어른', 4)","('거', 3)","('꿈', 3)","('기적처럼', 3)","('시간을 달려서', 3)","('세상', 3)","('손', 3)",,,,,,,,,,
"('사랑', 9)","('라면', 4)","('날', 4)","('거', 3)","('모습', 3)","('세상', 3)","('여자', 2)","('하늘', 2)","('이제', 2)","('추억', 2)","('사랑', 6)","('말', 3)","('고백', 3)","('기억', 3)","('눈물', 3)","('거', 3)","('날', 2)","('오늘', 2)","('눈', 2)","('행복', 1)","('사랑', 6)","('말', 3)","('맘', 3)","('행복', 3)","('기억', 3)","('고개', 2)","('뒷모습', 2)","('번', 2)","('추억', 2)","('게', 2)",,,,,,,,,,
"('마음', 3)","('처음', 3)","('모습', 3)","('모진', 3)","('세상', 3)","('할거', 3)","('아침', 2)","('음악', 2)","('게', 1)","('사람', 1)","('사랑', 8)","('채', 4)","('소리', 4)","('날', 3)","('눈', 3)","('안녕', 3)","('이젠 안녕', 3)","('손', 3)","('아파서', 3)","('이제', 2)","('사랑', 11)","('말', 7)","('이유', 3)","('용서', 3)","('진심', 3)","('거', 3)","('눈물', 2)","('모습', 2)","('마음', 2)","('고개', 1)",,,,,,,,,,
"('빠빠빠', 18)","('빠', 14)","('거', 6)","('마음', 3)","('소리', 3)","('세상', 3)","('기쁨', 2)","('슬픔', 2)","('좌절', 2)","('용기', 2)","('사랑', 4)","('날', 3)","('맘', 3)","('내 사랑', 3)","('눈물', 3)","('자격', 3)","('속', 2)","('선물', 2)","('다', 1)","('생일', 1)","('말', 5)","('사랑', 4)","('땜', 4)","('마음', 3)","('밖', 3)","('하나로', 3)","('뿐', 3)","('사랑해요', 3)","('고마워요', 3)","('기억', 1)",,,,,,,,,,
"('삶', 3)","('약속', 2)","('기억', 2)","('떡', 2)","('힘', 2)","('세상', 2)","('라고', 2)","('밖', 2)","('정', 2)","('예감', 1)","('사랑', 5)","('말', 4)","('거', 4)","('날', 4)","('이별', 3)","('넌', 3)","('끝', 3)","('처음', 3)","('삶', 2)","('속', 2)","('반대', 4)","('말', 4)","('너에게', 3)","('소설', 3)","('끝', 3)","('권', 3)","('사랑', 3)","('마지막', 3)","('장면', 3)","('뒷걸음질', 2)",,,,,,,,,,
"('사랑', 4)","('거', 4)","('처음', 4)","('마지막', 4)","('지금', 3)","('시작', 3)","('말', 3)","('너와 나', 3)","('가슴', 3)","('속', 3)","('안녕', 6)","('내사랑', 6)","('사랑', 4)","('이제', 3)","('날', 3)","('고마워요', 3)","('사람', 2)","('행복', 2)","('영원', 2)","('한대', 2)","('넌', 13)","('말', 5)","('나야', 4)","('마음', 4)","('서로', 4)","('거', 4)","('그림', 4)","('데', 2)","('쪽', 2)","('뺨', 1)",,,,,,,,,,
"('날', 7)","('거', 5)","('마음', 4)","('처음', 3)","('사랑', 3)","('순간', 2)","('맘', 2)","('우', 2)","('주체', 2)","('기분', 2)","('사랑', 12)","('말', 6)","('사람', 3)","('바보', 3)","('꺼', 2)","('기억', 2)","('이유', 1)","('거', 1)","('손길', 1)","('맘', 1)","('My Everything', 6)","('사람', 3)","('말', 3)","('가슴속', 3)","('단 하나의 사랑', 3)","('별처럼', 2)","('운명', 2)","('처음', 1)","('번', 1)","('눈빛', 1)",,,,,,,,,,
"('거', 7)","('랄', 6)","('여름', 5)","('바닷가', 5)","('친구', 4)","('사랑', 3)","('얘기', 3)","('겨울', 2)","('야야', 2)","('앞', 2)","('사랑', 6)","('가슴', 3)","('날', 2)","('기억', 2)","('세상', 2)","('말', 2)","('때문', 2)","('행복', 2)","('얼굴', 1)","('듯', 1)","('가짜', 9)","('날', 8)","('말', 4)","('번', 4)","('사람', 3)","('진심', 3)","('말이', 3)","('거', 2)","('누', 2)","('군가', 2)",,,,,,,,,,
"('밤', 6)","('사랑', 6)","('거', 6)","('빗속', 6)","('너에게', 3)","('노래', 3)","('사람', 3)","('이름', 3)","('새벽', 3)","('창', 1)","('가슴', 3)","('날', 3)","('내 사랑', 2)","('말', 2)","('척', 2)","('눈물', 2)","('맘', 2)","('사랑', 2)","('입', 2)","('세상', 2)","('노래', 5)","('말', 5)","('의미', 4)","('후회', 4)","('꿈', 4)","('걱정', 1)","('기억', 1)","('가슴', 1)","('사랑', 1)","('얘기', 1)",,,,,,,,,,
"('세상', 4)","('체', 3)","('사랑', 3)","('남은', 2)","('완전', 2)","('이유', 2)","('거', 1)","('간직', 1)","('모습', 1)","('내 사랑', 1)","('사람', 13)","('날', 12)","('사랑', 6)","('바보', 3)","('세상', 3)","('인연', 3)","('말', 2)","('어깨', 1)","('욕심', 1)","('이별', 1)","('사랑', 4)","('마지막', 4)","('행복', 3)","('건', 3)","('인연', 3)","('오늘', 3)","('사랑해요', 3)","('처음', 3)","('듯', 3)","('날', 2)",,,,,,,,,,
"('오늘', 4)","('하루만', 4)","('말', 3)","('기억', 2)","('준비', 2)","('지금', 2)","('을해', 2)","('아무것', 2)","('곁', 1)","('행복', 1)","('여자', 9)","('맘', 9)","('진정', 6)","('사랑', 6)","('넘', 4)","('날', 4)","('늑대들', 4)","('말', 4)","('거', 4)","('남자', 3)","('손', 4)","('너와 나', 3)","('남이', 3)","('랄', 3)","('사이', 2)","('사람', 2)","('곳', 2)","('날', 2)","('볼', 1)","('세상', 1)",,,,,,,,,,
"('말', 14)","('사랑', 6)","('얘기', 4)","('하루', 4)","('제자리', 4)","('넌', 3)","('자주', 2)","('순간', 2)","('우연', 2)","('크기', 2)","('사랑', 5)","('여자', 4)","('사랑해요', 3)","('이별', 3)","('할거', 3)","('행복', 3)","('사람', 3)","('내 여자', 2)","('가슴', 2)","('속', 2)","('맘', 3)","('처음', 3)","('그리워', 3)","('진', 3)","('사람', 3)","('번', 3)","('계절', 3)","('모습', 3)","('내사랑', 3)","('라고', 2)",,,,,,,,,,
